Source,Target,Type
MITSUBISHI UFJ FINANCIAL GROUP,AFTERPAY,directed
MIZMAA VENTURES,CORONET,directed
MIZUHO BANK,LINE,directed
MODERNE VENTURES,KAIYO,directed
MODERNE VENTURES,SNAPPT,directed
MOGLIX,EULER MOTORS,directed
MOGO,GEMINI,directed
MOLTEN VENTURES,CROWDCUBE,directed
MOLTEN VENTURES,MATERIAL EXCHANGE,directed
MOLTEN VENTURES,EARLYBIRD VENTURE CAPITAL,directed
MONASHEES,OXIO,directed
MONASHEES,SLOPE,directed
MOONPAY,YUGA LABS,directed
MOORE STRATEGIC VENTURES,GYMPASS,directed
MOORE STRATEGIC VENTURES,GRIDX,directed
MOORE STRATEGIC VENTURES,INCRED,directed
MORGAN CREEK DIGITAL,21SHARES,directed
MORGAN STANLEY,NYDIG,directed
MORGAN STANLEY,TWITTER,directed
MORGAN STANLEY,HOURWORK,directed
MORGAN STANLEY,TESLA,directed
MORGAN STANLEY,ZEBRA TECHNOLOGIES,directed
MORGAN STANLEY,FLIPKART,directed
MORGAN STANLEY,LINEAGE LOGISTICS,directed
MORGAN STANLEY,IDME,directed
MORGAN STANLEY,ZYNGA,directed
MORGAN STANLEY,FOURSQUARE,directed
MORGAN STANLEY,AFFIRM,directed
MORGAN STANLEY,WORKDAY,directed
MORGAN STANLEY,BYTEDANCE,directed
MORGAN STANLEY,SOFI,directed
MORGAN STANLEY,SABRE CORPORATION,directed
MORGAN STANLEY,TIKEHAU CAPITAL,directed
MORGAN STANLEY EXPANSION CAPITAL,CONVERSICA,directed
MORPHEUS VENTURES,SAFETYCULTURE,directed
MOUSSE PARTNERS,BRIGHTSIDE HEALTH,directed
MOVING CAPITAL,VOYAGER,directed
MRL VENTURES FUND,LIFEMINE THERAPEUTICS,directed
MSAD VENTURES,FINLEAP,directed
MSA CAPITAL,SARY,directed
MUBADALA,SILVER LAKE,directed
MUBADALA,SPOTON,directed
MUBADALA,RELIANCE RETAIL,directed
MUBADALA,TABBY,directed
MUBADALA,EVOTEC,directed
MUDRICK CAPITAL MANAGEMENT,AMC THEATRES,directed
MUFG BANK,LIQUIDITY,directed
MUFG INNOVATION PARTNERS,LIQUIDITY,directed
MULTICOIN CAPITAL,OXIO,directed
MULTICOIN CAPITAL,DFINITY,directed
MUMBAI ANGELS,PURPLLE,directed
MUSHA VENTURES,WASOKO,directed
MUSHA VENTURES,YOCO,directed
MUSHA VENTURES,ARCUS,directed
MVI MENA VENTURE INVESTMENTS,RAKUTEN,directed
NATIONAL AUSTRALIA BANK NAB,ZIP,directed
NATIONAL AUSTRALIA BANK NAB,LIGHTER CAPITAL,directed
NATIONAL BLACK BANK FOUNDATION,MAJOR LEAGUE SOCCER,directed
NATIONAL INSTITUTES OF HEALTH,NATERA,directed
NATIONAL INSTITUTES OF HEALTH,HELIX,directed
NATIONAL INSTITUTES OF HEALTH,MAYO CLINIC,directed
NAVER,MIRAE ASSET GLOBAL INVESTMENTS,directed
NAVER,POCKET FM,directed
NAVER,CAROUSELL,directed
NAVER,FOURSQUARE,directed
NAVER,EMTEK GROUP,directed
NAVI TECHNOLOGIES,INFRAMARKET,directed
NAVI TECHNOLOGIES,BOUNCE,directed
NAZARA TECHNOLOGIES,BITKRAFT VENTURES,directed
NEO GLOBAL CAPITAL NGC,KUCOIN,directed
NEO GLOBAL CAPITAL NGC,ANKR,directed
NEOTRIBE VENTURES,THETA LAKE,directed
NEOTRIBE VENTURES,SPINLAUNCH,directed
NET1 UEPS TECHNOLOGIES INC,MOBIKWIK,directed
NETEASE,IMPROBABLE,directed
NETFLIX,ROKU,directed
NETWORK18,BOOKMYSHOW,directed
NEUBERGER BERMAN GROUP,FANATICS,directed
NEUBERGER BERMAN GROUP,CHARGEPOINT,directed
NEUBERGER BERMAN GROUP,ROCKET LAB,directed
NEUBERGER BERMAN GROUP,DRUVA,directed
NEUBERGER BERMAN GROUP,DUCK CREEK TECHNOLOGIES,directed
NEW ENTERPRISE ASSOCIATES,UNIPHORE,directed
NEW ENTERPRISE ASSOCIATES,MOJO VISION,directed
NEW ENTERPRISE ASSOCIATES,BUILT ROBOTICS,directed
NEW ENTERPRISE ASSOCIATES,BRANCH,directed
NEW ENTERPRISE ASSOCIATES,FORETHOUGHT,directed
NEW ENTERPRISE ASSOCIATES,NODAR,directed
NEW ENTERPRISE ASSOCIATES,XPRESSBEES,directed
NEW ENTERPRISE ASSOCIATES,HOUZZ,directed
NEW ENTERPRISE ASSOCIATES,JUNIPER NETWORKS,directed
NEW ENTERPRISE ASSOCIATES,FORALLSECURE,directed
NEW ENTERPRISE ASSOCIATES,CANOPY,directed
NEW ENTERPRISE ASSOCIATES,EVERNOW,directed
NEW ENTERPRISE ASSOCIATES,CLEO,directed
NEW ENTERPRISE ASSOCIATES,UPWORK,directed
NEW ENTERPRISE ASSOCIATES,HACKERONE,directed
NEW ENTERPRISE ASSOCIATES,ELASTIC,directed
NEW ENTERPRISE ASSOCIATES,GOOD TECHNOLOGY,directed
NEW ENTERPRISE ASSOCIATES,WORKDAY,directed
NEW ERA CAPITAL PARTNERS,OPTIBUS,directed
NEW LEAF VENTURE PARTNERS,REVIRAL,directed
NEW MOUNTAIN CAPITAL,IRI,directed
NEW YORK LIFE INSURANCE,MAX VENTURES AND INDUSTRIES,directed
NEWARK VENTURE PARTNERS,OPTIMAL DYNAMICS,directed
NEWLAKE CAPITAL PARTNERS,COLUMBIA CARE,directed
NEWS CORP,ROKU,directed
NEWSPRING,EXECONLINE,directed
NEWSPRING,WUXI APPTEC,directed
NEWVIEW CAPITAL,CANOPY,directed
NEXT COAST VENTURES,DILIGENT ROBOTICS,directed
NEXT FRONTIER CAPITAL,QUIQ,directed
NEXT PLAY CAPITAL,WELCOME TECH,directed
NEXTGEN VENTURE PARTNERS,TRACE,directed
NEXTVIEW VENTURES,REFORGE,directed
NEXUS VENTURE PARTNERS,RAPIDO,directed
NEXUS VENTURE PARTNERS,POSTMAN,directed
NEXUS VENTURE PARTNERS,APOLLOIO,directed
NEXUS VENTURE PARTNERS,NEWTON SCHOOL,directed
NEXUS VENTURE PARTNERS,DYTE,directed
NEXUS VENTURE PARTNERS,DRUVA,directed
NEXUS VENTURE PARTNERS,ONECODE,directed
NFX,TOMO,directed
NFX,TRIPLE WHALE,directed
NFX,LATITUD,directed
NGP CAPITAL,BOOSTUPAI,directed
NGP CAPITAL,NETWORK18,directed
NIANTIC,DIGILENS,directed
NIGHTDRAGON SECURITY,INTEROS,directed
NIKKO ASSETMANAGEMENT,ARK INVESTMENT MANAGEMENT,directed
NIMBLE VENTURES,APARTMENT LIST,directed
NINTENDO,NIANTIC,directed
NODE CAPITAL,HUOBI,directed
NOEMIS VENTURES,SQUIRE,directed
NOKIA,TEAM8,directed
NORDIC INVESTMENT BANK,NOKIA,directed
NORDIC INVESTMENT BANK,ERICSSON,directed
NORRSKEN VC,MATERIAL EXCHANGE,directed
NORTE VENTURES,DOLADO,directed
NORTH BRIDGE VENTURE PARTNERS GROWTH EQUITY,LUCID,directed
NORTH BRIDGE VENTURE PARTNERS GROWTH EQUITY,COUCHBASE,directed
NORTH COAST VENTURES,ZEBRA TECHNOLOGIES,directed
NORTH COAST VENTURES,VYTALIZE HEALTH,directed
NORTHERN ARC,RESHAMANDI,directed
NORTHERN ARC,AYE FINANCE,directed
NORTHERN ARC,UPSCALIO,directed
NORTHERN ARC,SLICE,directed
NORTHLEAF CAPITAL PARTNERS,PPRO,directed
NORTHLEAF CAPITAL PARTNERS,NEWSPRING,directed
NORTHPOND VENTURES,ELEANOR HEALTH,directed
NORTHPOND VENTURES,DNANEXUS,directed
NORTHSTAR VENTURES,AMPLIENCE,directed
NORTHZONE,WAGESTREAM,directed
NORTHZONE,FORTO,directed
NORTHZONE,FUBOTV,directed
NORTHZONE,THIRTY MADISON,directed
NORTHZONE,SPRING HEALTH,directed
NORWEST VENTURE PARTNERS,POLICYGENIUS,directed
NORWEST VENTURE PARTNERS,OXYZO,directed
NORWEST VENTURE PARTNERS,OFBUSINESS,directed
NORWEST VENTURE PARTNERS,CELONA,directed
NORWEST VENTURE PARTNERS,OBSIDIAN SECURITY,directed
NORWEST VENTURE PARTNERS,BILLIONTOONE,directed
NORWEST VENTURE PARTNERS,XPRESSBEES,directed
NORWEST VENTURE PARTNERS,FABRIC,directed
NORWEST VENTURE PARTNERS,ELASTICRUN,directed
NORWEST VENTURE PARTNERS,OMADA HEALTH,directed
NORWEST VENTURE PARTNERS,AMAGI MEDIA LABS,directed
NORWEST VENTURE PARTNERS,FLOQAST,directed
NOTION CAPITAL,FIVEAI,directed
NOVARTIS,ROCHE,directed
NOVARTIS,FREENOME,directed
NOVATOR,NORD SECURITY,directed
NYCA PARTNERS,FIDEL API,directed
NYCA PARTNERS,NOVA CREDIT,directed
NYCA PARTNERS,CANOPY,directed
NYDIG,LIGHTNING LABS,directed
NYSERDA,VERIZON,directed
NYSERDA,APPLIED MATERIALS,directed
NYSERDA,GENERAL MOTORS,directed
NYSERDA,DNV GL,directed
NZ FUNDS,GALAXY DIGITAL,directed
OG TECH,HOME365,directed
OAK HCFT,CARTCOM,directed
OAK HCFT,CLEARCO,directed
OAK HCFT,OSSO VR,directed
OAK HCFT,SENDOSO,directed
OAK HCFT,BRIGHTLINE,directed
OAK HCFT,KOMODO HEALTH,directed
OCEAN AZUL PARTNERS,TAXFYLE,directed
OCTOBER,ENGIE,directed
OCTOBER,JCDECAUX,directed
OCTOPUS VENTURES,AMPLIENCE,directed
OFBUSINESS,FARMART,directed
OFBUSINESS,UPSCALIO,directed
OKTA,PIPE,directed
OLA,VOGO,directed
OMAN TECHNOLOGY FUND,SWVL TECHNOLOGIES,directed
OMEGA FUNDS,EVOTEC,directed
OMERS VENTURES,DIGITAL CURRENCY GROUP,directed
OMERS VENTURES,HOPPER,directed
OMERS VENTURES,WORKRAMP,directed
OMERS VENTURES,SHOPIFY,directed
OMERS VENTURES,HOOTSUITE,directed
OMERS VENTURES,WAVE,directed
OMERS VENTURES,LEAGUE,directed
OMIDYAR NETWORK,LENDABLE,directed
OMNES CAPITAL,ESL GAMING,directed
ONE PEAK PARTNERS,DEEPKI,directed
ONE PEAK PARTNERS,PAYSEND,directed
ONE PLANET GROUP,GRO INTELLIGENCE,directed
ONEVALLEY,HOURWORK,directed
ONTARIO TEACHERS PENSION PLAN,UBISOFT,directed
OPERATOR PARTNERS,AVI MEDICAL,directed
OPERATOR PARTNERS,WHATNOT,directed
OPERATOR PARTNERS,SPRING HEALTH,directed
OPTUM VENTURES,SOMATUS,directed
OPTUM VENTURES,LETSGETCHECKED,directed
ORACLE,AMPERE COMPUTING,directed
ORANGE,DEEZER,directed
ORBIMED,SIERRA ONCOLOGY,directed
ORBIMED,REVIRAL,directed
OREGON VENTURE FUND,THE WILD,directed
OSAGE VENTURE PARTNERS,EXECONLINE,directed
OSINOVA,BOSSA NOVA INVESTIMENTOS,directed
OTIUM CAPITAL,AMENITIZ,directed
OUR INNOVATION FUND,INSTACLUSTR,directed
OURCROWD,DATAWORLD,directed
OURCROWD,JUMPCLOUD,directed
OURCROWD,FUTURE FAMILY,directed
OURCROWD,NEAR,directed
OURCROWD,DID,directed
OURCROWD,WAVE,directed
OUTBOUND VENTURES,MAUDE,directed
OUTBOUND VENTURES,TREINTA,directed
OUTLIER VENTURES,FUNCTIONLAND,directed
OVO FUND,STUDIO,directed
OWL VENTURES,APNA,directed
OWL VENTURES,WELCOME TECH,directed
OXFORD CAPITAL PARTNERS,MONEYBOX,directed
PALANTIR TECHNOLOGIES,RIGETTI COMPUTING,directed
PANORAMA POINT PARTNERS,FORGE,directed
PANTERA CAPITAL,GEMINI,directed
PANTERA CAPITAL,ANKR,directed
PANTERA CAPITAL,POLYCHAIN,directed
PANTERA CAPITAL,RIPIO,directed
PANTERA CAPITAL,WINTERMUTE TRADING,directed
PAR CAPITAL MANAGEMENT,ZILLOW,directed
PARADIGM,MOONPAY,directed
PARADIGM,AMBER GROUP,directed
PARADIGM,COINSWITCH KUBER,directed
PARADIGM,FTX US,directed
PARADIGM,MINA,directed
PARADIGM,MAGIC EDEN,directed
PARADIGM,OPTIMISM,directed
PARADIGM,MATRIXPORT,directed
PARAFI CAPITAL,GEMINI,directed
PARAFI CAPITAL,AAVE,directed
PARAFI CAPITAL,OXIO,directed
PARAFI CAPITAL,RARIBLE,directed
PARTECH,MATERIAL EXCHANGE,directed
PARTECH,WEGLOT,directed
PARTECH,YOCO,directed
PARTECH,AKENEO,directed
PARTECH,FIVE9,directed
PARTNERS GROUP,CLIMEWORKS,directed
PARTNERS GROUP,LAYR,directed
PATAMAR CAPITAL,MYSHUBHLIFE,directed
PATTERN,ROUTE,directed
PAYPAL,UBER,directed
PAYPAL,MERCADOLIBRE,directed
PAYPAL,GOJEK,directed
PAYU,TREINTA,directed
PCCW,TENCENT,directed
PEACOCK EQUITY,BIGPOINT,directed
PEAKSPAN CAPITAL,CYARA,directed
PEAKSPAN CAPITAL,STYLITICS,directed
PEAR VC,BRANCH,directed
PEAR VC,AFFINITY,directed
PERCEPTIVE ADVISORS,REVIRAL,directed
PERCEPTIVE ADVISORS,NEURON23,directed
PERELLA WEINBERG PARTNERS,SABRE CORPORATION,directed
PERSHING SQUARE CAPITAL MANAGEMENT,BERKSHIRE HATHAWAY,directed
PHENOMEN,FOODPANDA,directed
PHYTO PARTNERS,FYLLO,directed
PICO VENTURE PARTNERS,CHARGEAFTER,directed
PICUS CAPITAL,AVI MEDICAL,directed
PICUS CAPITAL,MULTIPLIER,directed
PICUS CAPITAL,KIN INSURANCE,directed
PICUS CAPITAL,HABYT,directed
PICUS CAPITAL,FINN,directed
PIERCE,THE BOEING COMPANY,directed
PING AN,ETORO,directed
PING AN GLOBAL VOYAGER,FINLEAP,directed
PITANGO VENTURE CAPITAL,OPTIBUS,directed
PITANGO VENTURE CAPITAL,DID,directed
PITON CAPITAL,FANDUEL,directed
PIVOT INVESTMENT PARTNERS,ANTHEMIS GROUP,directed
PLACEHOLDER,ETHEREUM FOUNDATION,directed
PLAN B MEDIA,ZIPMEX,directed
PLAYFAIR CAPITAL,OMNIPRESENT,directed
PLDT,VOYAGER INNOVATIONS,directed
PLDT,ROCKET INTERNET,directed
PLUG AND PLAY TECH CENTER,WEFUNDER,directed
PLUG AND PLAY TECH CENTER,FLUTTERWAVE,directed
PLUG AND PLAY TECH CENTER,AIFI,directed
PLUG AND PLAY TECH CENTER,BLOCKDAEMON,directed
PLUG AND PLAY TECH CENTER,ESUSU FINANCIAL,directed
PLUG AND PLAY TECH CENTER,SHIPPO,directed
PLUG AND PLAY TECH CENTER,EVOLUTIONIQ,directed
PLUG AND PLAY TECH CENTER,CHARGEAFTER,directed
PLUG AND PLAY TECH CENTER,NODAR,directed
PLUG AND PLAY TECH CENTER,CREDIT KUDOS,directed
PLUG AND PLAY TECH CENTER,TRACTABLE,directed
PLUG AND PLAY TECH CENTER,GOTRADE,directed
PLUG AND PLAY TECH CENTER,PAYSEND,directed
PLUG AND PLAY TECH CENTER,JERRY,directed
PLUG AND PLAY TECH CENTER,ONFIDO,directed
PLUG AND PLAY TECH CENTER,BIGBLUE,directed
PLUG AND PLAY TECH CENTER,TRULIOO,directed
PLUG AND PLAY TECH CENTER,CARTO,directed
PLUG AND PLAY TECH CENTER,FUNDERSCLUB,directed
PLUM ALLEY INVESTMENTS,ACLIMA,directed
PLYMOUTH GROWTH,ZEBRA TECHNOLOGIES,directed
POINT NINE,TYPEFORM,directed
POINT NINE,AMENITIZ,directed
POINT72 VENTURES,CARD91,directed
POLLEN STREET CAPITAL,CAPITAL ON TAP,directed
POLYCHAIN,GENIES,directed
POLYCHAIN,AMBER GROUP,directed
POLYCHAIN,COINDCX,directed
POLYCHAIN,AVA LABS,directed
POLYCHAIN,TERRA,directed
POLYCHAIN,COINLIST,directed
POLYCHAIN,SOLANA,directed
POLYCHAIN,STARKWARE INDUSTRIES,directed
POLYCHAIN,ANCHORAGE,directed
POLYCHAIN,PARALLEL FINANCE,directed
POLYCHAIN,DFINITY,directed
POLYCHAIN,MATRIXPORT,directed
POLYGON,LAYERZERO LABS,directed
PORTLAND SEED FUND,THE WILD,directed
PRECURSOR VENTURES,OMNI,directed
PRECURSOR VENTURES,FUZZY,directed
PRECURSOR VENTURES,JUNIPER SQUARE,directed
PRECURSOR VENTURES,SHEARSHARE,directed
PRECURSOR VENTURES,ENCANTOS,directed
PRECURSOR VENTURES,ON DECK,directed
PRELUDE VENTURES,SENSE,directed
PRIMARY VENTURE PARTNERS,CHIEF,directed
PRIMARY VENTURE PARTNERS,ELECTRIC,directed
PRIMARY VENTURE PARTNERS,ALLOY,directed
PRIMARY VENTURE PARTNERS,FLOCK HOMES,directed
PRIMARY VENTURE PARTNERS,BLACK CROW AI,directed
PRIMAVERA CAPITAL GROUP,GOTO GROUP,directed
PRIME VENTURE PARTNERS,MFINE,directed
PROJECT A VENTURES,RECAP,directed
PROPEL VENTURE PARTNERS,CHARGEAFTER,directed
PROSUS NASPERS,TENCENT,directed
PROSUS NASPERS,FOODPANDA,directed
PROSUS NASPERS,DST GLOBAL,directed
PROSUS VENTURES,CAPTAIN FRESH,directed
PROSUS VENTURES,THE EVERY COMPANY,directed
PROSUS VENTURES,ELASTICRUN,directed
PROSUS VENTURES,WAYFLYER,directed
PROSUS VENTURES,SHIPPER,directed
PROTOCOL LABS,CHINGARI,directed
PROTOCOL LABS,UNSTOPPABLE DOMAINS,directed
PROTOCOL LABS,FUNCTIONLAND,directed
PROVIDENCE EQUITY PARTNERS,HULU,directed
PROVIDENCE EQUITY PARTNERS,CONVERSICA,directed
PT ASTRA INTERNATIONAL TBK,SAYURBOX,directed
PTC,MOJO VISION,directed
QATAR INVESTMENT AUTHORITY,FLUENCE,directed
QATAR INVESTMENT AUTHORITY,STARLING BANK,directed
QED INVESTORS,WAGESTREAM,directed
QED INVESTORS,BAMBEE,directed
QED INVESTORS,CAPCHASE,directed
QED INVESTORS,ROOFSTOCK,directed
QED INVESTORS,FIDEL API,directed
QED INVESTORS,CURRENT,directed
QED INVESTORS,TRANSUNION,directed
QED INVESTORS,REMITLY,directed
QED INVESTORS,PAYHAWK,directed
QED INVESTORS,KIN INSURANCE,directed
QED INVESTORS,WAYFLYER,directed
QED INVESTORS,QUINTOANDAR,directed
QED INVESTORS,GOODLORD,directed
QED INVESTORS,HELLO ALICE,directed
QED INVESTORS,SOFI,directed
QED INVESTORS,CIRCLEUP,directed
QIMING VENTURE PARTNERS,LETSGETCHECKED,directed
QIMING VENTURE PARTNERS,MEITUAN,directed
QIMING VENTURE PARTNERS,LANZATECH,directed
QIMING VENTURE PARTNERS,WERIDE,directed
QUALCOMM,ONEWEB,directed
QUALCOMM,SENSETIME,directed
QUALCOMM,TEAM8,directed
QUALCOMM VENTURES,PENSANDO,directed
QUALCOMM VENTURES,TIVE,directed
QUALCOMM VENTURES,AIFI,directed
QUALCOMM VENTURES,SIFIVE,directed
QUALCOMM VENTURES,CLOUDFLARE,directed
QUALCOMM VENTURES,ZOOM,directed
QUALCOMM VENTURES,CELONA,directed
QUALCOMM VENTURES,ONEWEB,directed
QUALCOMM VENTURES,BOUNCE,directed
QUALCOMM VENTURES,QUINTOANDAR,directed
QUALCOMM VENTURES,RING,directed
QUALCOMM VENTURES,SHADOWFAX,directed
QUALCOMM VENTURES,PAYPAL,directed
QUENO,OMAN TECHNOLOGY FUND,directed
QUIET CAPITAL,NAUTILUS LABS,directed
QUMRA CAPITAL,DATARAILS,directed
QUONA CAPITAL,JULO,directed
QUONA CAPITAL,KHAZNA,directed
QUONA CAPITAL,INDIAMART,directed
QUONA CAPITAL,RUPIFI,directed
QUONA CAPITAL,AZIMO,directed
QUONA CAPITAL,WASOKO,directed
QUONA CAPITAL,ZESTMONEY,directed
QUONA CAPITAL,YOCO,directed
RA CAPITAL MANAGEMENT,SOMATUS,directed
RA CAPITAL MANAGEMENT,BRISTOL MYERS SQUIBB,directed
RA CAPITAL MANAGEMENT,NATERA,directed
RA CAPITAL MANAGEMENT,SIERRA ONCOLOGY,directed
RA CAPITAL MANAGEMENT,EXO,directed
RABOBANK,LINEAGE LOGISTICS,directed
RABOBANK,APOLLO AGRICULTURE,directed
RAINE VENTURES,CHALO,directed
RAINE VENTURES,PERLEGO,directed
RAKUTEN,LYFT,directed
RAKUTEN,CAREEM,directed
RAKUTEN,AZIMO,directed
RAKUTEN,CAROUSELL,directed
RAPTOR GROUP,HYDROW,directed
RAPTOR GROUP,GOTRADE,directed
RAZORPAY,SHIPROCKET,directed
RBC CAPITAL,WAVE,directed
RBC CAPITAL,LEAGUE,directed
RBC CAPITAL,CREATIVE DESTRUCTION LAB CDL,directed
RBL BANK,STANZA LIVING,directed
REA GROUP,PROPERTYGURU GROUP,directed
REACH CAPITAL,HANDSHAKE,directed
REACH CAPITAL,BITWISE INDUSTRIES,directed
REACH CAPITAL,NEARPOD,directed
REAL VENTURES,LEAGUE,directed
REALOGY HOLDINGS,NOTARIZE,directed
REBEL FUND,AIRBYTE,directed
REBRIGHT PARTNERS,MEDIKABAZAAR,directed
REBRIGHT PARTNERS,MEDIBUDDY,directed
RED SEA VENTURES,SHARES,directed
REDMILE GROUP,NEURON23,directed
REDPOINT,TWILIO,directed
REDPOINT,SONOS,directed
REDPOINT,LILT,directed
REDPOINT,KNOCK,directed
REDPOINT,ZENDESK,directed
REDPOINT,DRAFTKINGS,directed
REDPOINT,JUNIPER SQUARE,directed
REDPOINT,LAUNCHDARKLY,directed
REDPOINT,PINDROP,directed
REDPOINT,FABRIC,directed
REDPOINT,GUILD EDUCATION,directed
REDPOINT,SNOWFLAKE,directed
REDPOINT,HEAP,directed
REDPOINT,HEX TECHNOLOGIES,directed
REDPOINT,JUSTWORKS,directed
REDPOINT,ORCA SECURITY,directed
REDPOINT,ZUORA,directed
REDPOINT,FLOQAST,directed
REDPOINT,BITGO,directed
REDPOINT,HEAVYBIT,directed
REFACTOR CAPITAL,EVERNOW,directed
REFINITIV,GLOBAL DATA CONSORTIUM,directed
REGENERON,DNANEXUS,directed
RELIANCE JIO,GLANCE,directed
RENAISSANCE VENTURE CAPITAL,NEXT COAST VENTURES,directed
RENAISSANCE VENTURE CAPITAL,ATLAS VENTURE,directed
RENREN,POPLAR HOMES,directed
RENREN,FUNDRISE,directed
REPUBLIC,COINDCX,directed
REPUBLIC,PIPE,directed
REPUBLIC,OPENSEA,directed
RESPONSABILITY,AYE FINANCE,directed
RETHINK EDUCATION,GUILD EDUCATION,directed
RETHINK EDUCATION,CREHANA,directed
REVO CAPITAL,BUILDERAI,directed
REVOLUTION,LUCID,directed
REVOLUTION,GIG WAGE,directed
RHAPSODY VENTURE PARTNERS,NODAR,directed
RIBBIT CAPITAL,NYDIG,directed
RIBBIT CAPITAL,TOMO,directed
RIBBIT CAPITAL,JUNIPER SQUARE,directed
RIBBIT CAPITAL,AJAIB,directed
RIBBIT CAPITAL,MONEY VIEW,directed
RIBBIT CAPITAL,HEALTH IQ,directed
RIBBIT CAPITAL,UPGRADE,directed
RIBBIT CAPITAL,CROSS RIVER,directed
RIBBIT CAPITAL,GOODLORD,directed
RIBBIT CAPITAL,CHECKOUTCOM,directed
RIGHT SIDE CAPITAL MANAGEMENT,DIGITALOCEAN,directed
RIGHT SIDE CAPITAL MANAGEMENT,SLINGSHOT AEROSPACE,directed
RIGHT SIDE CAPITAL MANAGEMENT,UPSIE,directed
RIGHT SIDE CAPITAL MANAGEMENT,ARENAIM,directed
RIGHT SIDE CAPITAL MANAGEMENT,FIVEABLE,directed
RIPIO,SECURITIZE,directed
RIPPLE,NIUM,directed
RIPPLE,SECURITIZE,directed
RIVERWOOD CAPITAL,INSIDER,directed
ROCHE,FREENOME,directed
ROCK SPRINGS CAPITAL,BRISTOL MYERS SQUIBB,directed
ROCK SPRINGS CAPITAL,ADAPTIVE BIOTECHNOLOGIES,directed
ROCKET INTERNET,NIUM,directed
ROCKET INTERNET,FOODPANDA,directed
ROCKET INTERNET,FUNDING CIRCLE,directed
ROCKET INTERNET,HELLOFRESH,directed
ROCKET INTERNET,GOODLORD,directed
ROCKET INTERNET,DELIVERY HERO,directed
ROCKETSHIPVC,SARY,directed
ROCKWELL AUTOMATION,PTC,directed
ROSE PARK ADVISORS,CIRCLEUP,directed
ROUGH DRAFT VENTURES,EVISORT,directed
ROUND2 CAPITAL PARTNERS,SALES IMPACT ACADEMY,directed
RRE VENTURES,DIGITAL CURRENCY GROUP,directed
RRE VENTURES,TECHSTARS,directed
RRE VENTURES,TIVE,directed
RRE VENTURES,MAUDE,directed
RRE VENTURES,KNOCK,directed
RRE VENTURES,DATADOG,directed
RRE VENTURES,BUZZFEED,directed
RRE VENTURES,BINANCEUS,directed
RRE VENTURES,BITPAY,directed
RRE VENTURES,SPRING HEALTH,directed
RRE VENTURES,ARCA,directed
RRE VENTURES,PALANTIR TECHNOLOGIES,directed
RTP GLOBAL,YANDEX,directed
RUNA CAPITAL,BIGBLUE,directed
S2G VENTURES,IUNU,directed
S2G VENTURES,TRADELANES,directed
SAAS VENTURES,HUNTRESS,directed
SAIF PARTNERS,BOOKMYSHOW,directed
SAIF PARTNERS,VOODOO,directed
SAISON CAPITAL,GROWSARI,directed
SALESFORCE VENTURES,G2,directed
SALESFORCE VENTURES,MONDAYCOM,directed
SALESFORCE VENTURES,INFOR,directed
SALESFORCE VENTURES,AKENEO,directed
SALESFORCE VENTURES,DEMANDBASE,directed
SALESFORCE VENTURES,AUTOMATTIC,directed
SALESFORCE VENTURES,AUTH0,directed
SALESFORCE VENTURES,DRATA,directed
SALESFORCE VENTURES,HEAVYBIT,directed
SAMOS INVESTMENTS,MONEYBOX,directed
SAMSUNG ELECTRONICS,SOFTBANK,directed
SAMSUNG ELECTRONICS,YUGA LABS,directed
SAMSUNG ELECTRONICS,DIGILENS,directed
SAMSUNG NEXT,PRIME TRUST,directed
SAMSUNG NEXT,OPENWEB,directed
SAMSUNG NEXT,ZIMPERIUM,directed
SAMSUNG VENTURES,SIFIVE,directed
SAMSUNG VENTURES,TRELL,directed
SAND HILL ANGELS,2TM,directed
SAND HILL ANGELS,MOJO VISION,directed
SAND HILL ANGELS,FUZZY,directed
SAND HILL ANGELS,DAILYPAY,directed
SAND HILL ANGELS,APOLLOIO,directed
SAND HILL ANGELS,SWEETGREEN,directed
SAND HILL ANGELS,THIRTY MADISON,directed
SANDBOX INDUSTRIES,LAYR,directed
SANDS CAPITAL VENTURES,GLOBALIZATION PARTNERS,directed
SANDS CAPITAL VENTURES,EXO,directed
SANOFI VENTURES,CLICK THERAPEUTICS,directed
SANTANDER BANK,CUSHMAN WAKEFIELD,directed
SAP,ICERTIS,directed
SAP,LINKEDIN,directed
SAP,ALCHEMIST ACCELERATOR,directed
SAPPHIRE VENTURES,ALTERYX,directed
SAPPHIRE VENTURES,FIVE9,directed
SAUDI ARABIAS PUBLIC INVESTMENT FUND,RELIANCE RETAIL,directed
SB OPPORTUNITY FUND,ESUSU FINANCIAL,directed
SB OPPORTUNITY FUND,SUBJECT,directed
SB OPPORTUNITY FUND,WELCOME TECH,directed
SBI GROUP,GOJO COMPANY,directed
SBI GROUP,FINLEAP,directed
SBI INVESTMENT,MFINE,directed
SBI INVESTMENT,GOJO COMPANY,directed
SCALE AI,ROCHE,directed
SCALE AI,DIALOGUE,directed
SCALE AI,CREATIVE DESTRUCTION LAB CDL,directed
SCALE VENTURE PARTNERS,HUBSPOT,directed
SCALE VENTURE PARTNERS,CIRCLECI,directed
SCALE VENTURE PARTNERS,PANTHEON,directed
SCALE VENTURE PARTNERS,ESPER,directed
SCALE VENTURE PARTNERS,DEMANDBASE,directed
SCALE VENTURE PARTNERS,TREASURE DATA,directed
